City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Date
Pittsburgh,40.4406,-79.9959,5.31,58,100,2.14,2021-11-21 03:00:00
Pittsburgh,40.4406,-79.9959,8.23,92,100,3.68,2021-11-22 03:00:00
Irvine,33.6695,-117.8231,18.78,68,30,1.05,2021-11-18 03:00:00
Irvine,33.6695,-117.8231,17.78,68,100,1.3,2021-11-19 03:00:00
Irvine,33.6695,-117.8231,17.42,65,100,1.37,2021-11-20 03:00:00
Irvine,33.6695,-117.8231,17.7,59,54,1.09,2021-11-21 03:00:00
Irvine,33.6695,-117.8231,21.16,24,93,4.39,2021-11-22 03:00:00
St. Louis,38.6273,-90.1979,8.68,69,100,4.66,2021-11-18 03:00:00
St. Louis,38.6273,-90.1979,4.18,39,0,3.55,2021-11-19 03:00:00
St. Louis,38.6273,-90.1979,5.29,44,100,3.87,2021-11-20 03:00:00
St. Louis,38.6273,-90.1979,9.28,52,100,3.65,2021-11-21 03:00:00
St. Louis,38.6273,-90.1979,7.37,68,0,4.73,2021-11-22 03:00:00
Lincoln,40.8,-96.667,5.2,32,1,5.55,2021-11-18 03:00:00
Lincoln,40.8,-96.667,2.08,32,98,3.06,2021-11-19 03:00:00
Lincoln,40.8,-96.667,6.14,50,100,4.17,2021-11-20 03:00:00
Lincoln,40.8,-96.667,6.57,62,94,3.35,2021-11-21 03:00:00
Lincoln,40.8,-96.667,5.05,56,100,4.36,2021-11-22 03:00:00
Orlando,28.5383,-81.3792,21.15,74,33,2.59,2021-11-18 03:00:00
Orlando,28.5383,-81.3792,20.97,87,100,1.55,2021-11-19 03:00:00
Orlando,28.5383,-81.3792,20.66,81,82,4.65,2021-11-20 03:00:00
Orlando,28.5383,-81.3792,20.97,77,93,5.38,2021-11-21 03:00:00
Orlando,28.5383,-81.3792,20.89,84,66,3.13,2021-11-22 03:00:00
Durham,36.0335,-78.8664,14.86,61,1,3.31,2021-11-18 03:00:00
Durham,36.0335,-78.8664,16.08,79,27,3.34,2021-11-19 03:00:00
Durham,36.0335,-78.8664,3.82,48,0,2.37,2021-11-20 03:00:00
Durham,36.0335,-78.8664,4.39,59,77,0.56,2021-11-21 03:00:00
Durham,36.0335,-78.8664,9.93,85,100,1.95,2021-11-22 03:00:00
Plano,33.0198,-96.6989,17.54,47,30,7.92,2021-11-18 03:00:00
Plano,33.0198,-96.6989,8.97,33,0,3.54,2021-11-19 03:00:00
Plano,33.0198,-96.6989,11.88,35,63,4.06,2021-11-20 03:00:00
Plano,33.0198,-96.6989,19.77,71,100,7.69,2021-11-21 03:00:00
Plano,33.0198,-96.6989,13.83,41,100,5.51,2021-11-22 03:00:00
Anchorage,61.2181,-149.9003,-15.95,71,76,3.59,2021-11-18 03:00:00
Anchorage,61.2181,-149.9003,-20.02,86,26,1.7,2021-11-19 03:00:00
Anchorage,61.2181,-149.9003,-18.97,82,3,1.67,2021-11-20 03:00:00
Anchorage,61.2181,-149.9003,-18.13,84,1,1.99,2021-11-21 03:00:00
Anchorage,61.2181,-149.9003,-16.23,82,100,1.45,2021-11-22 03:00:00
Newark,40.7357,-74.1724,11.41,86,24,2.54,2021-11-18 03:00:00
Newark,40.7357,-74.1724,11.47,78,99,5.65,2021-11-19 03:00:00
Newark,40.7357,-74.1724,5.1,59,18,4.0,2021-11-20 03:00:00
Newark,40.7357,-74.1724,6.96,57,100,2.91,2021-11-21 03:00:00
Newark,40.7357,-74.1724,11.8,83,100,3.9,2021-11-22 03:00:00
Chula Vista,32.64,-117.0842,18.75,71,25,1.15,2021-11-18 03:00:00
Chula Vista,32.64,-117.0842,18.61,67,100,2.08,2021-11-19 03:00:00
Chula Vista,32.64,-117.0842,18.15,66,100,1.65,2021-11-20 03:00:00
Chula Vista,32.64,-117.0842,18.16,64,90,2.0,2021-11-21 03:00:00
Chula Vista,32.64,-117.0842,21.44,24,100,2.91,2021-11-22 03:00:00
Fort Wayne,41.1306,-85.1289,12.36,92,93,5.3,2021-11-18 03:00:00
Fort Wayne,41.1306,-85.1289,0.72,57,69,5.83,2021-11-19 03:00:00
Fort Wayne,41.1306,-85.1289,0.7,68,100,2.97,2021-11-20 03:00:00
Fort Wayne,41.1306,-85.1289,4.78,70,100,3.04,2021-11-21 03:00:00
Fort Wayne,41.1306,-85.1289,5.85,76,99,4.4,2021-11-22 03:00:00
Chandler,33.3062,-111.8412,22.67,19,61,0.26,2021-11-18 03:00:00
Chandler,33.3062,-111.8412,21.42,20,93,3.49,2021-11-19 03:00:00
Chandler,33.3062,-111.8412,21.08,20,100,1.22,2021-11-20 03:00:00
Chandler,33.3062,-111.8412,20.64,20,100,1.49,2021-11-21 03:00:00
Chandler,33.3062,-111.8412,20.35,16,100,3.23,2021-11-22 03:00:00
Toledo,39.8333,-4.0,5.05,67,1,2.76,2021-11-18 03:00:00
Toledo,39.8333,-4.0,7.1,94,9,4.62,2021-11-19 03:00:00
Toledo,39.8333,-4.0,7.34,91,37,3.71,2021-11-20 03:00:00
Toledo,39.8333,-4.0,8.61,89,99,0.63,2021-11-21 03:00:00
Toledo,39.8333,-4.0,8.09,80,100,2.28,2021-11-22 03:00:00
St. Petersburg,59.8944,30.2642,2.34,91,83,4.78,2021-11-18 03:00:00
St. Petersburg,59.8944,30.2642,2.34,85,25,4.96,2021-11-19 03:00:00
St. Petersburg,59.8944,30.2642,2.07,97,100,4.86,2021-11-20 03:00:00
St. Petersburg,59.8944,30.2642,1.39,82,99,3.85,2021-11-21 03:00:00
St. Petersburg,59.8944,30.2642,-3.84,72,100,6.31,2021-11-22 03:00:00
Reno,39.5296,-119.8138,7.98,44,74,1.74,2021-11-18 03:00:00
Reno,39.5296,-119.8138,9.07,51,100,2.28,2021-11-19 03:00:00
Reno,39.5296,-119.8138,7.07,81,68,2.37,2021-11-20 03:00:00
Reno,39.5296,-119.8138,4.59,56,0,1.74,2021-11-21 03:00:00
Reno,39.5296,-119.8138,5.07,56,0,1.79,2021-11-22 03:00:00
Laredo,27.5064,-99.5075,25.94,45,1,5.52,2021-11-18 03:00:00
Laredo,27.5064,-99.5075,15.59,48,100,3.32,2021-11-19 03:00:00
Laredo,27.5064,-99.5075,18.97,64,0,3.81,2021-11-20 03:00:00
Laredo,27.5064,-99.5075,23.31,68,86,5.23,2021-11-21 03:00:00
Laredo,27.5064,-99.5075,25.49,56,71,4.9,2021-11-22 03:00:00
Scottsdale,33.5092,-111.899,23.46,19,11,0.15,2021-11-18 03:00:00
Scottsdale,33.5092,-111.899,22.62,17,97,2.96,2021-11-19 03:00:00
Scottsdale,33.5092,-111.899,22.86,17,100,1.24,2021-11-20 03:00:00
Scottsdale,33.5092,-111.899,22.03,18,100,0.94,2021-11-21 03:00:00
Scottsdale,33.5092,-111.899,21.7,13,99,6.07,2021-11-22 03:00:00
North Las Vegas,36.1989,-115.1175,18.77,18,13,1.39,2021-11-18 03:00:00
North Las Vegas,36.1989,-115.1175,14.63,18,100,1.31,2021-11-19 03:00:00
North Las Vegas,36.1989,-115.1175,15.08,23,75,1.46,2021-11-20 03:00:00
North Las Vegas,36.1989,-115.1175,15.96,27,68,4.05,2021-11-21 03:00:00
North Las Vegas,36.1989,-115.1175,13.93,21,0,3.14,2021-11-22 03:00:00
Lubbock,33.6001,-101.8338,10.61,25,83,7.99,2021-11-18 03:00:00
Lubbock,33.6001,-101.8338,5.74,26,4,4.18,2021-11-19 03:00:00
Lubbock,33.6001,-101.8338,11.34,52,8,4.87,2021-11-20 03:00:00
Lubbock,33.6001,-101.8338,16.21,25,100,4.97,2021-11-21 03:00:00
Lubbock,33.6001,-101.8338,8.4,37,93,2.42,2021-11-22 03:00:00
Madison,34.7334,-86.5667,16.45,74,15,2.91,2021-11-18 03:00:00
Madison,34.7334,-86.5667,4.87,75,45,3.0,2021-11-19 03:00:00
Madison,34.7334,-86.5667,4.88,60,1,1.26,2021-11-20 03:00:00
Madison,34.7334,-86.5667,8.26,54,91,3.8,2021-11-21 03:00:00
Madison,34.7334,-86.5667,13.49,97,100,3.63,2021-11-22 03:00:00
Gilbert,33.3528,-111.789,22.71,19,61,0.16,2021-11-18 03:00:00
Gilbert,33.3528,-111.789,21.41,20,96,3.59,2021-11-19 03:00:00
Gilbert,33.3528,-111.789,21.3,20,100,1.29,2021-11-20 03:00:00
Gilbert,33.3528,-111.789,20.67,20,100,1.65,2021-11-21 03:00:00
Gilbert,33.3528,-111.789,20.04,17,99,3.46,2021-11-22 03:00:00
Jersey City,40.7282,-74.0776,11.81,85,46,3.1,2021-11-18 03:00:00
Jersey City,40.7282,-74.0776,11.72,76,97,6.18,2021-11-19 03:00:00
Jersey City,40.7282,-74.0776,5.26,59,15,4.43,2021-11-20 03:00:00
Jersey City,40.7282,-74.0776,7.33,57,100,3.33,2021-11-21 03:00:00
Jersey City,40.7282,-74.0776,12.04,83,100,4.21,2021-11-22 03:00:00
Glendale,33.5387,-112.186,23.85,18,35,0.15,2021-11-18 03:00:00
Glendale,33.5387,-112.186,23.26,15,92,2.22,2021-11-19 03:00:00
Glendale,33.5387,-112.186,23.07,16,100,1.31,2021-11-20 03:00:00
Glendale,33.5387,-112.186,22.42,17,100,1.56,2021-11-21 03:00:00
Glendale,33.5387,-112.186,22.46,12,100,5.29,2021-11-22 03:00:00
Buffalo,42.8865,-78.8784,16.51,75,93,8.43,2021-11-18 03:00:00
Buffalo,42.8865,-78.8784,3.04,61,54,7.72,2021-11-19 03:00:00
Buffalo,42.8865,-78.8784,1.85,77,64,2.28,2021-11-20 03:00:00
Buffalo,42.8865,-78.8784,4.94,64,100,3.91,2021-11-21 03:00:00
Buffalo,42.8865,-78.8784,7.61,86,100,8.43,2021-11-22 03:00:00
Winston-Salem,36.0999,-80.2442,14.7,64,0,3.39,2021-11-18 03:00:00
Winston-Salem,36.0999,-80.2442,12.08,75,94,5.7,2021-11-19 03:00:00
Winston-Salem,36.0999,-80.2442,3.44,46,0,2.74,2021-11-20 03:00:00
Winston-Salem,36.0999,-80.2442,3.39,47,100,0.96,2021-11-21 03:00:00
Winston-Salem,36.0999,-80.2442,8.67,76,100,2.36,2021-11-22 03:00:00
Chesapeake,36.819,-76.2749,16.24,70,1,4.46,2021-11-18 03:00:00
Chesapeake,36.819,-76.2749,18.01,81,7,5.59,2021-11-19 03:00:00
Chesapeake,36.819,-76.2749,7.56,49,1,4.29,2021-11-20 03:00:00
Chesapeake,36.819,-76.2749,8.93,71,64,1.17,2021-11-21 03:00:00
Chesapeake,36.819,-76.2749,14.76,86,100,3.01,2021-11-22 03:00:00
Fremont,37.5483,-121.9886,17.0,57,38,1.1,2021-11-18 03:00:00
Fremont,37.5483,-121.9886,15.62,56,100,0.83,2021-11-19 03:00:00
Fremont,37.5483,-121.9886,13.14,77,59,0.72,2021-11-20 03:00:00
Fremont,37.5483,-121.9886,14.03,41,0,1.3,2021-11-21 03:00:00
Fremont,37.5483,-121.9886,14.3,54,0,1.32,2021-11-22 03:00:00
Norfolk,42.1668,-71.2495,9.27,77,100,3.69,2021-11-18 03:00:00
Norfolk,42.1668,-71.2495,14.97,79,99,4.43,2021-11-19 03:00:00
Norfolk,42.1668,-71.2495,2.03,61,6,3.8,2021-11-20 03:00:00
Norfolk,42.1668,-71.2495,2.37,66,100,1.93,2021-11-21 03:00:00
Norfolk,42.1668,-71.2495,11.02,85,100,4.16,2021-11-22 03:00:00
Irving,32.814,-96.9489,18.36,41,29,7.16,2021-11-18 03:00:00
Irving,32.814,-96.9489,11.91,26,0,3.67,2021-11-19 03:00:00
Irving,32.814,-96.9489,13.78,33,60,3.99,2021-11-20 03:00:00
Irving,32.814,-96.9489,20.5,70,100,6.83,2021-11-21 03:00:00
Irving,32.814,-96.9489,15.18,38,100,4.82,2021-11-22 03:00:00
Garland,32.9126,-96.6389,18.12,47,64,7.78,2021-11-18 03:00:00
Garland,32.9126,-96.6389,9.47,33,0,3.57,2021-11-19 03:00:00
Garland,32.9126,-96.6389,11.67,37,58,3.85,2021-11-20 03:00:00
Garland,32.9126,-96.6389,19.74,71,100,7.33,2021-11-21 03:00:00
Garland,32.9126,-96.6389,14.19,42,100,5.48,2021-11-22 03:00:00
Paradise,36.0972,-115.1467,18.36,18,22,1.18,2021-11-18 03:00:00
Paradise,36.0972,-115.1467,14.5,17,100,0.53,2021-11-19 03:00:00
Paradise,36.0972,-115.1467,14.83,24,84,0.33,2021-11-20 03:00:00
Paradise,36.0972,-115.1467,15.74,27,69,3.3,2021-11-21 03:00:00
Paradise,36.0972,-115.1467,13.85,21,0,2.86,2021-11-22 03:00:00
Arlington,32.7357,-97.1081,18.05,39,3,7.16,2021-11-18 03:00:00
Arlington,32.7357,-97.1081,12.37,23,0,3.72,2021-11-19 03:00:00
Arlington,32.7357,-97.1081,13.51,34,58,4.14,2021-11-20 03:00:00
Arlington,32.7357,-97.1081,20.31,70,100,6.87,2021-11-21 03:00:00
Arlington,32.7357,-97.1081,15.14,36,100,4.71,2021-11-22 03:00:00
Richmond,37.5538,-77.4603,15.86,68,14,3.68,2021-11-18 03:00:00
Richmond,37.5538,-77.4603,16.45,66,67,4.78,2021-11-19 03:00:00
Richmond,37.5538,-77.4603,4.37,52,2,2.57,2021-11-20 03:00:00
Richmond,37.5538,-77.4603,5.36,64,90,1.29,2021-11-21 03:00:00
Richmond,37.5538,-77.4603,11.34,76,100,2.58,2021-11-22 03:00:00
Hialeah,25.8576,-80.2781,25.32,74,83,6.99,2021-11-18 03:00:00
Hialeah,25.8576,-80.2781,23.97,81,100,3.54,2021-11-19 03:00:00
Hialeah,25.8576,-80.2781,24.13,69,100,8.19,2021-11-20 03:00:00
Hialeah,25.8576,-80.2781,23.94,79,100,6.48,2021-11-21 03:00:00
Hialeah,25.8576,-80.2781,24.3,81,0,3.23,2021-11-22 03:00:00
Boise,43.6135,-116.2035,3.49,44,31,3.2,2021-11-18 03:00:00
Boise,43.6135,-116.2035,5.51,36,100,2.35,2021-11-19 03:00:00
Boise,43.6135,-116.2035,6.37,95,100,0.65,2021-11-20 03:00:00
Boise,43.6135,-116.2035,3.44,74,21,2.33,2021-11-21 03:00:00
Boise,43.6135,-116.2035,5.12,59,100,1.44,2021-11-22 03:00:00
Spokane,47.6166,-117.3677,0.63,51,33,2.18,2021-11-18 03:00:00
Spokane,47.6166,-117.3677,1.03,64,100,1.45,2021-11-19 03:00:00
Spokane,47.6166,-117.3677,1.08,96,98,0.49,2021-11-20 03:00:00
Spokane,47.6166,-117.3677,-0.21,92,100,1.87,2021-11-21 03:00:00
Spokane,47.6166,-117.3677,-0.2,90,39,1.3,2021-11-22 03:00:00
Frisco,33.1507,-96.8236,17.12,45,38,8.3,2021-11-18 03:00:00
Frisco,33.1507,-96.8236,8.37,33,0,3.58,2021-11-19 03:00:00
Frisco,33.1507,-96.8236,11.42,36,71,4.22,2021-11-20 03:00:00
Frisco,33.1507,-96.8236,19.85,70,100,8.45,2021-11-21 03:00:00
Frisco,33.1507,-96.8236,13.58,40,100,5.68,2021-11-22 03:00:00
Moreno Valley,33.9375,-117.2306,18.85,47,14,0.33,2021-11-18 03:00:00
Moreno Valley,33.9375,-117.2306,15.78,43,98,0.47,2021-11-19 03:00:00
Moreno Valley,33.9375,-117.2306,15.37,51,100,1.0,2021-11-20 03:00:00
Moreno Valley,33.9375,-117.2306,15.4,35,45,1.43,2021-11-21 03:00:00
Moreno Valley,33.9375,-117.2306,13.85,24,48,1.74,2021-11-22 03:00:00
Tacoma,47.2529,-122.4443,6.12,70,34,1.95,2021-11-18 03:00:00
Tacoma,47.2529,-122.4443,4.84,95,100,2.7,2021-11-19 03:00:00
Tacoma,47.2529,-122.4443,5.97,87,99,1.14,2021-11-20 03:00:00
Tacoma,47.2529,-122.4443,5.37,89,99,1.39,2021-11-21 03:00:00
Tacoma,47.2529,-122.4443,4.87,77,100,0.62,2021-11-22 03:00:00
Fontana,34.0922,-117.4351,20.31,42,17,0.55,2021-11-18 03:00:00
Fontana,34.0922,-117.4351,18.63,38,99,1.02,2021-11-19 03:00:00
Fontana,34.0922,-117.4351,17.06,49,92,1.48,2021-11-20 03:00:00
Fontana,34.0922,-117.4351,17.91,35,51,2.05,2021-11-21 03:00:00
Fontana,34.0922,-117.4351,16.94,24,51,3.6,2021-11-22 03:00:00
Modesto,37.6391,-120.9969,15.31,67,32,2.22,2021-11-18 03:00:00
Modesto,37.6391,-120.9969,14.43,64,100,1.85,2021-11-19 03:00:00
Modesto,37.6391,-120.9969,13.51,73,99,3.54,2021-11-20 03:00:00
Modesto,37.6391,-120.9969,11.6,53,0,2.99,2021-11-21 03:00:00
Modesto,37.6391,-120.9969,12.07,53,0,1.88,2021-11-22 03:00:00
Baton Rouge,30.4508,-91.1545,19.39,88,75,2.58,2021-11-18 03:00:00
Baton Rouge,30.4508,-91.1545,12.03,72,13,4.89,2021-11-19 03:00:00
Baton Rouge,30.4508,-91.1545,11.71,55,0,2.47,2021-11-20 03:00:00
Baton Rouge,30.4508,-91.1545,14.9,86,5,2.69,2021-11-21 03:00:00
Baton Rouge,30.4508,-91.1545,18.74,93,100,2.71,2021-11-22 03:00:00
Port St. Lucie,27.2939,-80.3503,24.04,74,60,5.17,2021-11-18 03:00:00
Port St. Lucie,27.2939,-80.3503,21.63,90,100,4.45,2021-11-19 03:00:00
Port St. Lucie,27.2939,-80.3503,22.87,73,100,5.91,2021-11-20 03:00:00
Port St. Lucie,27.2939,-80.3503,22.84,80,100,7.59,2021-11-21 03:00:00
Port St. Lucie,27.2939,-80.3503,22.7,85,34,3.46,2021-11-22 03:00:00
San Bernardino,34.6667,-116.1675,20.35,20,31,1.27,2021-11-18 03:00:00
San Bernardino,34.6667,-116.1675,15.52,18,99,2.0,2021-11-19 03:00:00
San Bernardino,34.6667,-116.1675,16.01,21,100,1.93,2021-11-20 03:00:00
San Bernardino,34.6667,-116.1675,15.52,28,62,3.74,2021-11-21 03:00:00
San Bernardino,34.6667,-116.1675,13.94,22,75,3.57,2021-11-22 03:00:00
McKinney,33.1976,-96.6153,17.28,49,63,8.77,2021-11-18 03:00:00
McKinney,33.1976,-96.6153,7.74,36,0,3.56,2021-11-19 03:00:00
McKinney,33.1976,-96.6153,10.24,39,67,4.09,2021-11-20 03:00:00
McKinney,33.1976,-96.6153,19.57,72,100,8.44,2021-11-21 03:00:00
McKinney,33.1976,-96.6153,13.47,42,100,6.09,2021-11-22 03:00:00
Fayetteville,35.0527,-78.8784,16.2,60,1,3.83,2021-11-18 03:00:00
Fayetteville,35.0527,-78.8784,18.34,69,85,4.21,2021-11-19 03:00:00
Fayetteville,35.0527,-78.8784,6.13,39,0,3.25,2021-11-20 03:00:00
Fayetteville,35.0527,-78.8784,6.69,62,100,2.38,2021-11-21 03:00:00
Fayetteville,35.0527,-78.8784,12.06,83,100,1.94,2021-11-22 03:00:00
Santa Clarita,34.3917,-118.5426,18.22,47,20,1.2,2021-11-18 03:00:00
Santa Clarita,34.3917,-118.5426,16.98,47,98,0.55,2021-11-19 03:00:00
Santa Clarita,34.3917,-118.5426,15.36,52,95,0.39,2021-11-20 03:00:00
Santa Clarita,34.3917,-118.5426,17.1,36,64,3.04,2021-11-21 03:00:00
Santa Clarita,34.3917,-118.5426,17.21,21,82,5.21,2021-11-22 03:00:00
Des Moines,41.6005,-93.6091,4.63,49,16,6.39,2021-11-18 03:00:00
Des Moines,41.6005,-93.6091,-1.09,54,0,2.24,2021-11-19 03:00:00
Des Moines,41.6005,-93.6091,3.92,55,100,5.26,2021-11-20 03:00:00
Des Moines,41.6005,-93.6091,6.19,68,100,1.31,2021-11-21 03:00:00
Des Moines,41.6005,-93.6091,1.39,35,100,6.09,2021-11-22 03:00:00
Oxnard,34.1975,-119.177,16.67,78,15,0.77,2021-11-18 03:00:00
Oxnard,34.1975,-119.177,16.14,70,100,1.24,2021-11-19 03:00:00
Oxnard,34.1975,-119.177,15.85,67,93,0.93,2021-11-20 03:00:00
Oxnard,34.1975,-119.177,16.65,61,97,0.93,2021-11-21 03:00:00
Oxnard,34.1975,-119.177,20.01,31,56,4.79,2021-11-22 03:00:00
Birmingham,33.5207,-86.8025,16.87,71,6,2.26,2021-11-18 03:00:00
Birmingham,33.5207,-86.8025,8.04,68,70,3.8,2021-11-19 03:00:00
Birmingham,33.5207,-86.8025,7.31,51,0,2.09,2021-11-20 03:00:00
Birmingham,33.5207,-86.8025,11.16,58,67,3.76,2021-11-21 03:00:00
Birmingham,33.5207,-86.8025,15.82,82,97,3.17,2021-11-22 03:00:00
Spring Valley,36.108,-115.245,17.75,19,20,1.07,2021-11-18 03:00:00
Spring Valley,36.108,-115.245,13.92,18,100,0.5,2021-11-19 03:00:00
Spring Valley,36.108,-115.245,14.07,25,91,0.17,2021-11-20 03:00:00
Spring Valley,36.108,-115.245,15.18,28,69,3.4,2021-11-21 03:00:00
Spring Valley,36.108,-115.245,13.54,22,0,2.98,2021-11-22 03:00:00
Huntsville,34.7304,-86.5861,16.85,73,16,3.0,2021-11-18 03:00:00
Huntsville,34.7304,-86.5861,5.06,75,44,3.02,2021-11-19 03:00:00
Huntsville,34.7304,-86.5861,5.05,61,1,1.28,2021-11-20 03:00:00
Huntsville,34.7304,-86.5861,8.57,54,91,3.93,2021-11-21 03:00:00
Huntsville,34.7304,-86.5861,13.75,97,100,3.7,2021-11-22 03:00:00
Rochester,43.1548,-77.6156,14.01,73,100,7.26,2021-11-18 00:00:00
Rochester,43.1548,-77.6156,5.1,70,100,6.02,2021-11-19 00:00:00
Rochester,43.1548,-77.6156,2.55,62,65,4.64,2021-11-20 00:00:00
Rochester,43.1548,-77.6156,4.18,67,100,3.51,2021-11-21 00:00:00
Rochester,43.1548,-77.6156,6.48,84,100,8.28,2021-11-22 00:00:00
Cape Coral,26.5629,-81.9495,23.34,72,83,4.46,2021-11-18 03:00:00
Cape Coral,26.5629,-81.9495,20.21,90,100,6.01,2021-11-19 03:00:00
Cape Coral,26.5629,-81.9495,21.41,79,100,6.11,2021-11-20 03:00:00
Cape Coral,26.5629,-81.9495,21.48,85,100,6.17,2021-11-21 03:00:00
Cape Coral,26.5629,-81.9495,22.01,87,75,4.43,2021-11-22 03:00:00
Tempe,33.4148,-111.9093,23.27,18,61,0.04,2021-11-18 03:00:00
Tempe,33.4148,-111.9093,22.31,18,94,3.05,2021-11-19 03:00:00
Tempe,33.4148,-111.9093,22.26,18,100,1.16,2021-11-20 03:00:00
Tempe,33.4148,-111.9093,21.64,18,100,1.07,2021-11-21 03:00:00
Tempe,33.4148,-111.9093,21.56,13,100,5.13,2021-11-22 03:00:00
Grand Rapids,42.9634,-85.6681,7.32,84,80,5.19,2021-11-18 03:00:00
Grand Rapids,42.9634,-85.6681,-0.38,76,97,5.45,2021-11-19 03:00:00
Grand Rapids,42.9634,-85.6681,1.44,68,100,3.72,2021-11-20 03:00:00
Grand Rapids,42.9634,-85.6681,4.17,67,100,2.78,2021-11-21 03:00:00
Grand Rapids,42.9634,-85.6681,3.96,65,29,8.62,2021-11-22 03:00:00
Yonkers,40.9312,-73.8988,11.4,86,26,2.88,2021-11-18 03:00:00
Yonkers,40.9312,-73.8988,11.16,76,97,6.14,2021-11-19 03:00:00
Yonkers,40.9312,-73.8988,4.73,59,9,4.07,2021-11-20 03:00:00
Yonkers,40.9312,-73.8988,7.15,57,100,2.97,2021-11-21 03:00:00
Yonkers,40.9312,-73.8988,11.76,83,100,3.74,2021-11-22 03:00:00
Overland Park,38.9822,-94.6708,7.41,38,41,4.08,2021-11-18 03:00:00
Overland Park,38.9822,-94.6708,2.33,35,55,1.1,2021-11-19 03:00:00
Overland Park,38.9822,-94.6708,7.4,44,100,6.17,2021-11-20 03:00:00
Overland Park,38.9822,-94.6708,10.38,76,100,1.95,2021-11-21 03:00:00
Overland Park,38.9822,-94.6708,5.41,67,6,2.92,2021-11-22 03:00:00
Salt Lake City,40.7608,-111.8911,2.7,43,14,0.11,2021-11-18 03:00:00
Salt Lake City,40.7608,-111.8911,7.44,32,100,0.52,2021-11-19 03:00:00
Salt Lake City,40.7608,-111.8911,8.17,67,90,1.27,2021-11-20 03:00:00
Salt Lake City,40.7608,-111.8911,5.46,70,87,1.0,2021-11-21 03:00:00
Salt Lake City,40.7608,-111.8911,4.63,58,40,0.66,2021-11-22 03:00:00
Amarillo,35.222,-101.8313,6.38,27,28,5.41,2021-11-18 03:00:00
Amarillo,35.222,-101.8313,5.19,27,14,7.55,2021-11-19 03:00:00
Amarillo,35.222,-101.8313,12.74,34,28,8.41,2021-11-20 03:00:00
Amarillo,35.222,-101.8313,15.62,18,100,5.24,2021-11-21 03:00:00
Amarillo,35.222,-101.8313,5.6,39,0,1.15,2021-11-22 03:00:00
Augusta,48.3667,10.8833,4.29,86,93,1.89,2021-11-18 03:00:00
Augusta,48.3667,10.8833,2.1,90,92,2.27,2021-11-19 03:00:00
Augusta,48.3667,10.8833,6.36,84,100,0.81,2021-11-20 03:00:00
Augusta,48.3667,10.8833,3.22,94,88,2.56,2021-11-21 03:00:00
Augusta,48.3667,10.8833,4.36,96,100,2.46,2021-11-22 03:00:00
Columbus,39.9612,-82.9988,17.66,70,83,7.29,2021-11-18 03:00:00
Columbus,39.9612,-82.9988,3.63,48,3,4.67,2021-11-19 03:00:00
Columbus,39.9612,-82.9988,3.36,48,100,2.72,2021-11-20 03:00:00
Columbus,39.9612,-82.9988,7.67,58,100,2.95,2021-11-21 03:00:00
Columbus,39.9612,-82.9988,8.68,94,100,3.05,2021-11-22 03:00:00
Tallahassee,30.4383,-84.2807,16.92,85,36,0.31,2021-11-18 03:00:00
Tallahassee,30.4383,-84.2807,18.7,82,100,0.54,2021-11-19 03:00:00
Tallahassee,30.4383,-84.2807,16.38,75,100,3.49,2021-11-20 03:00:00
Tallahassee,30.4383,-84.2807,16.87,73,91,2.64,2021-11-21 03:00:00
Tallahassee,30.4383,-84.2807,16.4,83,34,1.87,2021-11-22 03:00:00
Montgomery,39.1501,-77.1997,12.09,81,3,3.44,2021-11-18 03:00:00
Montgomery,39.1501,-77.1997,7.95,78,100,5.78,2021-11-19 03:00:00
Montgomery,39.1501,-77.1997,1.77,63,100,2.29,2021-11-20 03:00:00
Montgomery,39.1501,-77.1997,3.79,69,100,2.46,2021-11-21 03:00:00
Montgomery,39.1501,-77.1997,9.93,72,100,5.21,2021-11-22 03:00:00
Huntington Beach,33.6603,-117.9992,18.27,71,31,1.97,2021-11-18 03:00:00
Huntington Beach,33.6603,-117.9992,17.5,71,100,1.82,2021-11-19 03:00:00
Huntington Beach,33.6603,-117.9992,17.33,68,100,1.96,2021-11-20 03:00:00
Huntington Beach,33.6603,-117.9992,17.8,62,66,1.93,2021-11-21 03:00:00
Huntington Beach,33.6603,-117.9992,21.95,27,78,5.58,2021-11-22 03:00:00
Akron,41.0814,-81.519,17.01,71,93,7.98,2021-11-18 03:00:00
Akron,41.0814,-81.519,1.52,62,15,5.31,2021-11-19 03:00:00
Akron,41.0814,-81.519,-0.03,68,66,1.86,2021-11-20 03:00:00
Akron,41.0814,-81.519,4.24,73,100,3.42,2021-11-21 03:00:00
Akron,41.0814,-81.519,7.18,96,100,4.3,2021-11-22 03:00:00
Little Rock,34.7465,-92.2896,21.02,71,60,4.36,2021-11-18 03:00:00
Little Rock,34.7465,-92.2896,6.5,41,0,2.05,2021-11-19 03:00:00
Little Rock,34.7465,-92.2896,6.88,40,99,1.97,2021-11-20 03:00:00
Little Rock,34.7465,-92.2896,13.1,67,100,3.38,2021-11-21 03:00:00
Little Rock,34.7465,-92.2896,12.62,83,100,5.5,2021-11-22 03:00:00
Glendale,33.5387,-112.186,23.85,18,35,0.15,2021-11-18 03:00:00
Glendale,33.5387,-112.186,23.26,15,92,2.22,2021-11-19 03:00:00
