,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Date
401,Reno,39.5296,-119.8138,18.81,29,100,0.51,2021-11-14 21:00:00
402,Reno,39.5296,-119.8138,18.76,25,100,3.15,2021-11-15 21:00:00
403,Reno,39.5296,-119.8138,14.7,39,2,2.29,2021-11-16 21:00:00
404,Reno,39.5296,-119.8138,9.89,41,100,2.42,2021-11-17 21:00:00
405,Laredo,27.5064,-99.5075,25.27,22,1,4.11,2021-11-13 21:00:00
406,Laredo,27.5064,-99.5075,28.12,41,0,4.75,2021-11-14 21:00:00
407,Laredo,27.5064,-99.5075,29.92,34,0,5.68,2021-11-15 21:00:00
408,Laredo,27.5064,-99.5075,29.86,29,0,7.7,2021-11-16 21:00:00
409,Laredo,27.5064,-99.5075,29.5,29,97,6.68,2021-11-17 21:00:00
410,Scottsdale,33.5092,-111.899,28.17,19,1,0.63,2021-11-13 21:00:00
411,Scottsdale,33.5092,-111.899,28.17,11,0,0.48,2021-11-14 21:00:00
412,Scottsdale,33.5092,-111.899,28.19,11,0,0.69,2021-11-15 21:00:00
413,Scottsdale,33.5092,-111.899,26.58,12,100,1.83,2021-11-16 21:00:00
414,Scottsdale,33.5092,-111.899,25.22,15,87,1.61,2021-11-17 21:00:00
415,North Las Vegas,36.1989,-115.1175,25.78,23,17,1.07,2021-11-13 21:00:00
416,North Las Vegas,36.1989,-115.1175,26.12,15,13,0.84,2021-11-14 21:00:00
417,North Las Vegas,36.1989,-115.1175,25.7,14,47,1.23,2021-11-15 21:00:00
418,North Las Vegas,36.1989,-115.1175,22.9,15,100,0.33,2021-11-16 21:00:00
419,North Las Vegas,36.1989,-115.1175,22.17,22,39,3.01,2021-11-17 21:00:00
420,Lubbock,33.6001,-101.8338,21.25,26,1,9.22,2021-11-13 21:00:00
421,Lubbock,33.6001,-101.8338,20.73,26,84,2.57,2021-11-14 21:00:00
422,Lubbock,33.6001,-101.8338,27.83,9,5,5.83,2021-11-15 21:00:00
423,Lubbock,33.6001,-101.8338,29.71,6,1,8.27,2021-11-16 21:00:00
424,Lubbock,33.6001,-101.8338,19.39,20,54,7.55,2021-11-17 21:00:00
425,Madison,34.7334,-86.5667,8.6,47,1,4.28,2021-11-13 21:00:00
426,Madison,34.7334,-86.5667,13.86,49,12,4.9,2021-11-14 21:00:00
427,Madison,34.7334,-86.5667,12.47,37,6,1.17,2021-11-15 21:00:00
428,Madison,34.7334,-86.5667,19.24,63,0,3.96,2021-11-16 21:00:00
429,Madison,34.7334,-86.5667,20.53,59,3,4.78,2021-11-17 21:00:00
430,Gilbert,33.3528,-111.789,28.34,19,1,0.79,2021-11-13 21:00:00
431,Gilbert,33.3528,-111.789,28.53,12,0,1.17,2021-11-14 21:00:00
432,Gilbert,33.3528,-111.789,28.59,11,0,1.07,2021-11-15 21:00:00
433,Gilbert,33.3528,-111.789,27.24,12,100,1.88,2021-11-16 21:00:00
434,Gilbert,33.3528,-111.789,25.61,16,72,1.12,2021-11-17 21:00:00
435,Jersey City,40.7282,-74.0776,13.71,65,51,8.09,2021-11-13 21:00:00
436,Jersey City,40.7282,-74.0776,7.92,47,74,4.26,2021-11-14 21:00:00
437,Jersey City,40.7282,-74.0776,8.08,50,77,6.66,2021-11-15 21:00:00
438,Jersey City,40.7282,-74.0776,9.03,41,13,5.14,2021-11-16 21:00:00
439,Jersey City,40.7282,-74.0776,12.13,61,100,1.91,2021-11-17 21:00:00
440,Glendale,33.5387,-112.186,27.97,18,1,0.58,2021-11-13 21:00:00
441,Glendale,33.5387,-112.186,28.1,12,0,0.82,2021-11-14 21:00:00
442,Glendale,33.5387,-112.186,28.06,11,0,0.3,2021-11-15 21:00:00
443,Glendale,33.5387,-112.186,26.68,12,100,1.15,2021-11-16 21:00:00
444,Glendale,33.5387,-112.186,25.3,14,84,1.44,2021-11-17 21:00:00
445,Buffalo,42.8865,-78.8784,4.92,79,76,6.93,2021-11-13 21:00:00
446,Buffalo,42.8865,-78.8784,2.61,96,100,4.76,2021-11-14 21:00:00
447,Buffalo,42.8865,-78.8784,4.43,72,70,6.88,2021-11-15 21:00:00
448,Buffalo,42.8865,-78.8784,5.29,57,61,3.45,2021-11-16 21:00:00
449,Buffalo,42.8865,-78.8784,13.86,85,100,6.47,2021-11-17 21:00:00
450,Winston-Salem,36.0999,-80.2442,13.33,38,1,4.19,2021-11-13 21:00:00
451,Winston-Salem,36.0999,-80.2442,13.08,36,1,4.87,2021-11-14 21:00:00
452,Winston-Salem,36.0999,-80.2442,10.89,29,46,3.07,2021-11-15 21:00:00
453,Winston-Salem,36.0999,-80.2442,15.13,32,0,2.62,2021-11-16 21:00:00
454,Winston-Salem,36.0999,-80.2442,19.71,43,0,3.94,2021-11-17 21:00:00
455,Chesapeake,36.819,-76.2749,18.69,42,1,6.72,2021-11-13 21:00:00
456,Chesapeake,36.819,-76.2749,13.73,35,2,4.46,2021-11-14 21:00:00
457,Chesapeake,36.819,-76.2749,11.51,34,3,6.25,2021-11-15 21:00:00
458,Chesapeake,36.819,-76.2749,13.59,36,6,2.95,2021-11-16 21:00:00
459,Chesapeake,36.819,-76.2749,19.13,43,0,3.63,2021-11-17 21:00:00
460,Fremont,37.5483,-121.9886,23.89,58,27,1.73,2021-11-13 21:00:00
461,Fremont,37.5483,-121.9886,24.31,32,45,0.94,2021-11-14 21:00:00
462,Fremont,37.5483,-121.9886,22.68,38,100,1.01,2021-11-15 21:00:00
463,Fremont,37.5483,-121.9886,19.06,44,1,2.3,2021-11-16 21:00:00
464,Fremont,37.5483,-121.9886,20.07,35,93,0.68,2021-11-17 21:00:00
465,Norfolk,42.1668,-71.2495,14.13,53,13,5.0,2021-11-13 21:00:00
466,Norfolk,42.1668,-71.2495,7.04,62,100,2.04,2021-11-14 21:00:00
467,Norfolk,42.1668,-71.2495,6.56,62,73,4.36,2021-11-15 21:00:00
468,Norfolk,42.1668,-71.2495,5.71,59,34,4.46,2021-11-16 21:00:00
469,Norfolk,42.1668,-71.2495,7.02,66,81,2.23,2021-11-17 21:00:00
470,Irving,32.814,-96.9489,17.64,28,13,2.19,2021-11-13 21:00:00
471,Irving,32.814,-96.9489,21.19,34,23,1.48,2021-11-14 21:00:00
472,Irving,32.814,-96.9489,26.32,38,4,4.05,2021-11-15 21:00:00
473,Irving,32.814,-96.9489,26.84,43,0,7.8,2021-11-16 21:00:00
474,Irving,32.814,-96.9489,27.72,38,0,6.49,2021-11-17 21:00:00
475,Garland,32.9126,-96.6389,16.07,31,1,1.99,2021-11-13 21:00:00
476,Garland,32.9126,-96.6389,20.7,37,39,1.11,2021-11-14 21:00:00
477,Garland,32.9126,-96.6389,25.25,43,4,4.89,2021-11-15 21:00:00
478,Garland,32.9126,-96.6389,25.9,48,0,8.79,2021-11-16 21:00:00
479,Garland,32.9126,-96.6389,26.98,43,0,7.52,2021-11-17 21:00:00
480,Paradise,36.0972,-115.1467,25.2,24,28,0.98,2021-11-13 21:00:00
481,Paradise,36.0972,-115.1467,25.62,15,8,0.97,2021-11-14 21:00:00
482,Paradise,36.0972,-115.1467,25.84,13,46,1.1,2021-11-15 21:00:00
483,Paradise,36.0972,-115.1467,22.48,15,100,1.06,2021-11-16 21:00:00
484,Paradise,36.0972,-115.1467,21.44,22,46,2.82,2021-11-17 21:00:00
485,Arlington,32.7357,-97.1081,18.19,27,1,2.48,2021-11-13 21:00:00
486,Arlington,32.7357,-97.1081,21.49,31,19,1.52,2021-11-14 21:00:00
487,Arlington,32.7357,-97.1081,26.75,36,4,4.36,2021-11-15 21:00:00
488,Arlington,32.7357,-97.1081,27.04,41,0,7.96,2021-11-16 21:00:00
489,Arlington,32.7357,-97.1081,27.74,36,0,6.54,2021-11-17 21:00:00
490,Richmond,37.5538,-77.4603,14.77,36,14,4.81,2021-11-13 21:00:00
491,Richmond,37.5538,-77.4603,12.45,37,9,3.89,2021-11-14 21:00:00
492,Richmond,37.5538,-77.4603,9.85,29,4,4.41,2021-11-15 21:00:00
493,Richmond,37.5538,-77.4603,13.49,36,7,1.49,2021-11-16 21:00:00
494,Richmond,37.5538,-77.4603,19.97,45,0,2.98,2021-11-17 21:00:00
495,Hialeah,25.8576,-80.2781,29.36,60,30,2.75,2021-11-13 21:00:00
496,Hialeah,25.8576,-80.2781,25.47,47,100,3.22,2021-11-14 21:00:00
497,Hialeah,25.8576,-80.2781,24.21,44,99,6.81,2021-11-15 21:00:00
498,Hialeah,25.8576,-80.2781,25.35,53,45,7.72,2021-11-16 21:00:00
499,Hialeah,25.8576,-80.2781,26.26,58,100,7.89,2021-11-17 21:00:00
500,Boise,43.6135,-116.2035,15.21,74,28,2.2,2021-11-13 21:00:00
501,Boise,43.6135,-116.2035,18.05,40,97,1.48,2021-11-14 21:00:00
502,Boise,43.6135,-116.2035,16.99,40,100,4.06,2021-11-15 21:00:00
503,Boise,43.6135,-116.2035,6.57,38,41,6.64,2021-11-16 21:00:00
504,Boise,43.6135,-116.2035,6.94,31,95,3.17,2021-11-17 21:00:00
505,Spokane,47.6166,-117.3677,8.74,79,82,1.61,2021-11-13 21:00:00
506,Spokane,47.6166,-117.3677,14.45,70,100,9.96,2021-11-14 21:00:00
507,Spokane,47.6166,-117.3677,13.31,54,100,8.5,2021-11-15 21:00:00
508,Spokane,47.6166,-117.3677,5.82,42,57,5.97,2021-11-16 21:00:00
509,Spokane,47.6166,-117.3677,3.82,48,99,2.06,2021-11-17 21:00:00
510,Frisco,33.1507,-96.8236,15.73,32,40,2.64,2021-11-13 21:00:00
511,Frisco,33.1507,-96.8236,20.24,40,40,2.29,2021-11-14 21:00:00
512,Frisco,33.1507,-96.8236,24.44,40,7,4.44,2021-11-15 21:00:00
513,Frisco,33.1507,-96.8236,25.86,48,0,8.91,2021-11-16 21:00:00
514,Frisco,33.1507,-96.8236,26.89,41,0,7.5,2021-11-17 21:00:00
515,Moreno Valley,33.9375,-117.2306,29.77,18,1,1.85,2021-11-13 21:00:00
516,Moreno Valley,33.9375,-117.2306,29.63,10,0,2.09,2021-11-14 21:00:00
517,Moreno Valley,33.9375,-117.2306,27.87,12,2,2.06,2021-11-15 21:00:00
518,Moreno Valley,33.9375,-117.2306,22.95,19,100,1.44,2021-11-16 21:00:00
519,Moreno Valley,33.9375,-117.2306,23.43,20,56,1.57,2021-11-17 21:00:00
520,Tacoma,47.2529,-122.4443,9.72,92,93,1.64,2021-11-13 21:00:00
521,Tacoma,47.2529,-122.4443,15.03,90,100,6.52,2021-11-14 21:00:00
522,Tacoma,47.2529,-122.4443,9.09,83,100,7.98,2021-11-15 21:00:00
523,Tacoma,47.2529,-122.4443,8.6,65,78,2.61,2021-11-16 21:00:00
524,Tacoma,47.2529,-122.4443,7.45,54,100,3.02,2021-11-17 21:00:00
525,Fontana,34.0922,-117.4351,29.89,18,1,0.8,2021-11-13 21:00:00
526,Fontana,34.0922,-117.4351,29.84,11,0,0.98,2021-11-14 21:00:00
527,Fontana,34.0922,-117.4351,28.35,12,6,2.05,2021-11-15 21:00:00
528,Fontana,34.0922,-117.4351,23.39,21,100,1.77,2021-11-16 21:00:00
529,Fontana,34.0922,-117.4351,24.25,21,44,1.01,2021-11-17 21:00:00
530,Modesto,37.6391,-120.9969,21.25,57,62,2.13,2021-11-13 21:00:00
531,Modesto,37.6391,-120.9969,22.52,43,53,1.11,2021-11-14 21:00:00
532,Modesto,37.6391,-120.9969,22.72,40,100,0.61,2021-11-15 21:00:00
533,Modesto,37.6391,-120.9969,21.28,51,0,5.57,2021-11-16 21:00:00
534,Modesto,37.6391,-120.9969,18.73,45,70,0.35,2021-11-17 21:00:00
535,Baton Rouge,30.4508,-91.1545,14.22,43,1,5.09,2021-11-13 21:00:00
536,Baton Rouge,30.4508,-91.1545,19.89,36,1,2.51,2021-11-14 21:00:00
537,Baton Rouge,30.4508,-91.1545,22.57,45,5,1.38,2021-11-15 21:00:00
538,Baton Rouge,30.4508,-91.1545,24.67,46,0,3.59,2021-11-16 21:00:00
539,Baton Rouge,30.4508,-91.1545,22.41,67,99,2.73,2021-11-17 21:00:00
540,Port St. Lucie,27.2939,-80.3503,27.86,61,19,4.15,2021-11-13 21:00:00
541,Port St. Lucie,27.2939,-80.3503,21.77,48,100,3.05,2021-11-14 21:00:00
542,Port St. Lucie,27.2939,-80.3503,20.9,59,100,5.98,2021-11-15 21:00:00
543,Port St. Lucie,27.2939,-80.3503,23.0,60,0,6.19,2021-11-16 21:00:00
544,Port St. Lucie,27.2939,-80.3503,24.19,65,96,6.64,2021-11-17 21:00:00
545,San Bernardino,34.6667,-116.1675,26.3,19,0,3.95,2021-11-13 21:00:00
546,San Bernardino,34.6667,-116.1675,26.85,14,0,1.94,2021-11-14 21:00:00
547,San Bernardino,34.6667,-116.1675,27.41,10,5,1.47,2021-11-15 21:00:00
548,San Bernardino,34.6667,-116.1675,24.88,10,99,2.5,2021-11-16 21:00:00
549,San Bernardino,34.6667,-116.1675,22.86,19,35,2.85,2021-11-17 21:00:00
550,McKinney,33.1976,-96.6153,15.42,33,1,2.45,2021-11-13 21:00:00
551,McKinney,33.1976,-96.6153,20.23,40,33,2.49,2021-11-14 21:00:00
552,McKinney,33.1976,-96.6153,24.28,42,4,5.21,2021-11-15 21:00:00
553,McKinney,33.1976,-96.6153,25.62,50,0,9.48,2021-11-16 21:00:00
554,McKinney,33.1976,-96.6153,26.68,43,0,8.27,2021-11-17 21:00:00
555,Fayetteville,35.0527,-78.8784,20.29,38,1,5.39,2021-11-13 21:00:00
556,Fayetteville,35.0527,-78.8784,16.05,33,0,4.54,2021-11-14 21:00:00
557,Fayetteville,35.0527,-78.8784,12.87,27,0,4.7,2021-11-15 21:00:00
558,Fayetteville,35.0527,-78.8784,17.79,27,0,3.14,2021-11-16 21:00:00
559,Fayetteville,35.0527,-78.8784,21.72,31,0,3.58,2021-11-17 21:00:00
560,Santa Clarita,34.3917,-118.5426,30.14,18,1,2.8,2021-11-13 21:00:00
561,Santa Clarita,34.3917,-118.5426,30.3,12,0,0.64,2021-11-14 21:00:00
562,Santa Clarita,34.3917,-118.5426,28.16,15,7,3.09,2021-11-15 21:00:00
563,Santa Clarita,34.3917,-118.5426,23.57,24,100,2.68,2021-11-16 21:00:00
564,Santa Clarita,34.3917,-118.5426,24.09,24,5,1.62,2021-11-17 21:00:00
565,Des Moines,41.6005,-93.6091,3.78,70,88,4.56,2021-11-13 21:00:00
566,Des Moines,41.6005,-93.6091,2.57,55,100,5.79,2021-11-14 21:00:00
567,Des Moines,41.6005,-93.6091,11.93,59,64,2.09,2021-11-15 21:00:00
568,Des Moines,41.6005,-93.6091,17.95,65,70,7.19,2021-11-16 21:00:00
569,Des Moines,41.6005,-93.6091,9.42,41,100,5.93,2021-11-17 21:00:00
570,Oxnard,34.1975,-119.177,27.72,30,1,2.14,2021-11-13 21:00:00
571,Oxnard,34.1975,-119.177,24.21,34,0,2.92,2021-11-14 21:00:00
572,Oxnard,34.1975,-119.177,21.82,45,10,3.51,2021-11-15 21:00:00
573,Oxnard,34.1975,-119.177,18.97,58,100,2.91,2021-11-16 21:00:00
574,Oxnard,34.1975,-119.177,18.76,69,7,2.74,2021-11-17 21:00:00
575,Birmingham,33.5207,-86.8025,10.91,49,14,3.62,2021-11-13 21:00:00
576,Birmingham,33.5207,-86.8025,15.69,39,0,4.02,2021-11-14 21:00:00
577,Birmingham,33.5207,-86.8025,15.74,30,0,1.05,2021-11-15 21:00:00
578,Birmingham,33.5207,-86.8025,20.64,52,0,2.95,2021-11-16 21:00:00
579,Birmingham,33.5207,-86.8025,21.61,50,0,3.56,2021-11-17 21:00:00
580,Spring Valley,36.108,-115.245,24.68,25,27,1.27,2021-11-13 21:00:00
581,Spring Valley,36.108,-115.245,24.95,15,7,1.22,2021-11-14 21:00:00
582,Spring Valley,36.108,-115.245,25.15,13,51,1.54,2021-11-15 21:00:00
583,Spring Valley,36.108,-115.245,21.73,16,100,0.55,2021-11-16 21:00:00
584,Spring Valley,36.108,-115.245,20.71,22,49,2.22,2021-11-17 21:00:00
585,Huntsville,34.7304,-86.5861,8.83,48,1,4.27,2021-11-13 21:00:00
586,Huntsville,34.7304,-86.5861,14.1,49,13,4.93,2021-11-14 21:00:00
587,Huntsville,34.7304,-86.5861,12.68,37,6,1.17,2021-11-15 21:00:00
588,Huntsville,34.7304,-86.5861,19.49,63,0,3.99,2021-11-16 21:00:00
589,Huntsville,34.7304,-86.5861,20.79,59,4,4.84,2021-11-17 21:00:00
590,Rochester,43.1548,-77.6156,4.77,82,88,6.58,2021-11-13 21:00:00
591,Rochester,43.1548,-77.6156,2.79,96,100,3.35,2021-11-14 21:00:00
592,Rochester,43.1548,-77.6156,4.32,70,98,8.63,2021-11-15 21:00:00
593,Rochester,43.1548,-77.6156,5.2,62,77,4.36,2021-11-16 21:00:00
594,Rochester,43.1548,-77.6156,12.73,86,100,6.39,2021-11-17 21:00:00
595,Cape Coral,26.5629,-81.9495,26.4,73,29,5.28,2021-11-13 21:00:00
596,Cape Coral,26.5629,-81.9495,21.25,53,100,4.84,2021-11-14 21:00:00
597,Cape Coral,26.5629,-81.9495,22.33,36,100,5.76,2021-11-15 21:00:00
598,Cape Coral,26.5629,-81.9495,25.19,49,0,6.67,2021-11-16 21:00:00
599,Cape Coral,26.5629,-81.9495,26.29,56,100,6.37,2021-11-17 21:00:00
600,Tempe,33.4148,-111.9093,28.21,19,13,0.43,2021-11-13 21:00:00
601,Tempe,33.4148,-111.9093,28.38,12,0,0.9,2021-11-14 21:00:00
602,Tempe,33.4148,-111.9093,28.4,11,0,0.67,2021-11-15 21:00:00
603,Tempe,33.4148,-111.9093,26.97,12,100,1.55,2021-11-16 21:00:00
604,Tempe,33.4148,-111.9093,25.49,15,77,1.24,2021-11-17 21:00:00
605,Grand Rapids,42.9634,-85.6681,3.91,80,83,5.32,2021-11-13 21:00:00
606,Grand Rapids,42.9634,-85.6681,1.65,99,100,4.71,2021-11-14 21:00:00
607,Grand Rapids,42.9634,-85.6681,2.75,69,99,3.95,2021-11-15 21:00:00
608,Grand Rapids,42.9634,-85.6681,5.14,81,98,4.63,2021-11-16 21:00:00
609,Grand Rapids,42.9634,-85.6681,13.01,96,100,4.73,2021-11-17 21:00:00
610,Yonkers,40.9312,-73.8988,13.38,64,80,8.02,2021-11-13 21:00:00
611,Yonkers,40.9312,-73.8988,7.76,49,80,4.1,2021-11-14 21:00:00
612,Yonkers,40.9312,-73.8988,7.92,51,69,6.18,2021-11-15 21:00:00
613,Yonkers,40.9312,-73.8988,8.88,39,17,4.44,2021-11-16 21:00:00
614,Yonkers,40.9312,-73.8988,11.51,62,100,1.97,2021-11-17 21:00:00
615,Overland Park,38.9822,-94.6708,7.98,52,24,4.21,2021-11-13 21:00:00
616,Overland Park,38.9822,-94.6708,9.5,50,92,5.02,2021-11-14 21:00:00
617,Overland Park,38.9822,-94.6708,17.85,48,54,5.96,2021-11-15 21:00:00
618,Overland Park,38.9822,-94.6708,20.93,65,90,7.27,2021-11-16 21:00:00
619,Overland Park,38.9822,-94.6708,8.71,60,100,6.57,2021-11-17 21:00:00
620,Salt Lake City,40.7608,-111.8911,15.79,50,32,2.69,2021-11-13 21:00:00
621,Salt Lake City,40.7608,-111.8911,17.45,29,87,1.6,2021-11-14 21:00:00
622,Salt Lake City,40.7608,-111.8911,18.54,23,75,2.75,2021-11-15 21:00:00
623,Salt Lake City,40.7608,-111.8911,11.44,59,79,4.17,2021-11-16 21:00:00
624,Salt Lake City,40.7608,-111.8911,7.24,34,6,1.99,2021-11-17 21:00:00
625,Amarillo,35.222,-101.8313,21.88,23,3,7.89,2021-11-13 21:00:00
626,Amarillo,35.222,-101.8313,18.81,26,42,4.19,2021-11-14 21:00:00
627,Amarillo,35.222,-101.8313,25.13,12,1,1.64,2021-11-15 21:00:00
628,Amarillo,35.222,-101.8313,28.73,6,16,8.45,2021-11-16 21:00:00
629,Amarillo,35.222,-101.8313,12.2,23,94,9.0,2021-11-17 21:00:00
630,Augusta,48.3667,10.8833,6.84,92,93,2.3,2021-11-13 21:00:00
631,Augusta,48.3667,10.8833,5.39,92,91,3.68,2021-11-14 21:00:00
632,Augusta,48.3667,10.8833,3.12,94,19,0.99,2021-11-15 21:00:00
633,Augusta,48.3667,10.8833,6.48,83,100,0.44,2021-11-16 21:00:00
634,Augusta,48.3667,10.8833,4.85,91,97,2.76,2021-11-17 21:00:00
635,Columbus,39.9612,-82.9988,5.25,69,93,5.68,2021-11-13 21:00:00
636,Columbus,39.9612,-82.9988,2.07,97,100,5.36,2021-11-14 21:00:00
637,Columbus,39.9612,-82.9988,3.86,57,64,4.03,2021-11-15 21:00:00
638,Columbus,39.9612,-82.9988,11.46,64,69,2.8,2021-11-16 21:00:00
639,Columbus,39.9612,-82.9988,18.47,64,71,6.27,2021-11-17 21:00:00
640,Tallahassee,30.4383,-84.2807,20.42,51,1,3.99,2021-11-13 21:00:00
641,Tallahassee,30.4383,-84.2807,17.51,32,0,3.44,2021-11-14 21:00:00
642,Tallahassee,30.4383,-84.2807,20.34,32,0,2.24,2021-11-15 21:00:00
643,Tallahassee,30.4383,-84.2807,22.34,31,0,0.85,2021-11-16 21:00:00
644,Tallahassee,30.4383,-84.2807,24.26,44,2,1.81,2021-11-17 21:00:00
645,Montgomery,39.1501,-77.1997,8.53,61,63,6.25,2021-11-13 21:00:00
646,Montgomery,39.1501,-77.1997,8.2,48,91,3.82,2021-11-14 21:00:00
647,Montgomery,39.1501,-77.1997,6.12,49,17,7.1,2021-11-15 21:00:00
648,Montgomery,39.1501,-77.1997,9.19,58,10,0.89,2021-11-16 21:00:00
649,Montgomery,39.1501,-77.1997,15.13,62,21,2.34,2021-11-17 21:00:00
650,Huntington Beach,33.6603,-117.9992,26.58,36,1,2.7,2021-11-13 21:00:00
651,Huntington Beach,33.6603,-117.9992,24.58,34,0,2.43,2021-11-14 21:00:00
652,Huntington Beach,33.6603,-117.9992,22.4,46,2,2.2,2021-11-15 21:00:00
653,Huntington Beach,33.6603,-117.9992,19.68,58,100,3.43,2021-11-16 21:00:00
654,Huntington Beach,33.6603,-117.9992,19.36,66,38,2.72,2021-11-17 21:00:00
655,Akron,41.0814,-81.519,4.47,71,91,7.17,2021-11-13 21:00:00
656,Akron,41.0814,-81.519,0.62,99,100,5.26,2021-11-14 21:00:00
657,Akron,41.0814,-81.519,2.45,76,85,4.31,2021-11-15 21:00:00
658,Akron,41.0814,-81.519,6.41,75,36,2.98,2021-11-16 21:00:00
659,Akron,41.0814,-81.519,16.43,75,79,6.72,2021-11-17 21:00:00
660,Little Rock,34.7465,-92.2896,11.09,44,15,2.7,2021-11-13 21:00:00
661,Little Rock,34.7465,-92.2896,16.03,43,100,2.47,2021-11-14 21:00:00
662,Little Rock,34.7465,-92.2896,18.68,46,0,3.66,2021-11-15 21:00:00
663,Little Rock,34.7465,-92.2896,24.42,53,12,5.26,2021-11-16 21:00:00
664,Little Rock,34.7465,-92.2896,25.07,47,4,6.07,2021-11-17 21:00:00
665,Glendale,33.5387,-112.186,27.97,18,1,0.58,2021-11-13 21:00:00
666,Glendale,33.5387,-112.186,28.1,12,0,0.82,2021-11-14 21:00:00
667,Glendale,33.5387,-112.186,28.06,11,0,0.3,2021-11-15 21:00:00
668,Glendale,33.5387,-112.186,26.68,12,100,1.15,2021-11-16 21:00:00
669,Glendale,33.5387,-112.186,25.3,14,84,1.44,2021-11-17 21:00:00
670,Grand Prairie,32.746,-96.9978,17.96,27,1,2.25,2021-11-13 21:00:00
671,Grand Prairie,32.746,-96.9978,21.33,32,14,1.57,2021-11-14 21:00:00
672,Grand Prairie,32.746,-96.9978,26.6,38,4,4.19,2021-11-15 21:00:00
673,Grand Prairie,32.746,-96.9978,26.9,42,0,7.77,2021-11-16 21:00:00
674,Grand Prairie,32.746,-96.9978,27.76,37,0,6.44,2021-11-17 21:00:00
675,Aurora,39.7294,-104.8319,18.12,23,83,5.75,2021-11-13 21:00:00
676,Aurora,39.7294,-104.8319,19.07,21,49,6.74,2021-11-14 21:00:00
677,Aurora,39.7294,-104.8319,21.36,16,17,1.71,2021-11-15 21:00:00
678,Aurora,39.7294,-104.8319,20.69,11,100,1.48,2021-11-16 21:00:00
679,Aurora,39.7294,-104.8319,3.69,54,89,2.17,2021-11-17 21:00:00
680,Sunrise Manor,36.2111,-115.0731,25.8,24,18,0.89,2021-11-13 21:00:00
681,Sunrise Manor,36.2111,-115.0731,26.26,15,15,0.76,2021-11-14 21:00:00
682,Sunrise Manor,36.2111,-115.0731,25.77,14,45,1.17,2021-11-15 21:00:00
683,Sunrise Manor,36.2111,-115.0731,22.97,15,100,0.51,2021-11-16 21:00:00
684,Sunrise Manor,36.2111,-115.0731,22.25,22,34,3.56,2021-11-17 21:00:00
685,Ontario,34.0633,-117.6509,30.16,19,1,1.1,2021-11-13 21:00:00
686,Ontario,34.0633,-117.6509,30.01,11,0,1.64,2021-11-14 21:00:00
687,Ontario,34.0633,-117.6509,28.35,13,6,2.46,2021-11-15 21:00:00
688,Ontario,34.0633,-117.6509,23.6,22,100,2.23,2021-11-16 21:00:00
689,Ontario,34.0633,-117.6509,23.8,27,21,1.93,2021-11-17 21:00:00
690,Sioux Falls,43.55,-96.7003,-0.41,84,93,5.34,2021-11-13 21:00:00
691,Sioux Falls,43.55,-96.7003,1.62,70,100,1.73,2021-11-14 21:00:00
692,Sioux Falls,43.55,-96.7003,10.12,67,98,2.01,2021-11-15 21:00:00
693,Sioux Falls,43.55,-96.7003,17.6,41,86,4.26,2021-11-16 21:00:00
694,Sioux Falls,43.55,-96.7003,7.24,32,41,8.08,2021-11-17 21:00:00
695,Knoxville,35.9606,-83.9207,9.38,48,3,2.14,2021-11-13 21:00:00
696,Knoxville,35.9606,-83.9207,12.37,45,55,5.34,2021-11-14 21:00:00
697,Knoxville,35.9606,-83.9207,9.74,34,42,1.94,2021-11-15 21:00:00
698,Knoxville,35.9606,-83.9207,15.11,63,93,2.07,2021-11-16 21:00:00
699,Knoxville,35.9606,-83.9207,20.05,49,0,3.75,2021-11-17 21:00:00
700,Vancouver,49.2497,-123.1193,8.33,92,100,2.06,2021-11-13 21:00:00
701,Vancouver,49.2497,-123.1193,10.31,98,100,4.64,2021-11-14 21:00:00
702,Vancouver,49.2497,-123.1193,6.76,87,100,9.89,2021-11-15 21:00:00
703,Vancouver,49.2497,-123.1193,7.24,63,4,4.15,2021-11-16 21:00:00
704,Vancouver,49.2497,-123.1193,6.2,60,100,1.31,2021-11-17 21:00:00
705,Mobile,30.7835,-88.2,14.96,43,1,4.36,2021-11-13 21:00:00
706,Mobile,30.7835,-88.2,18.51,33,0,2.48,2021-11-14 21:00:00
707,Mobile,30.7835,-88.2,21.28,39,3,0.94,2021-11-15 21:00:00
708,Mobile,30.7835,-88.2,22.39,50,0,3.62,2021-11-16 21:00:00
709,Mobile,30.7835,-88.2,23.77,54,0,4.19,2021-11-17 21:00:00
710,Worcester,42.3334,-71.8328,12.91,54,24,5.16,2021-11-13 21:00:00
711,Worcester,42.3334,-71.8328,5.58,66,100,1.63,2021-11-14 21:00:00
712,Worcester,42.3334,-71.8328,4.22,77,95,5.62,2021-11-15 21:00:00
713,Worcester,42.3334,-71.8328,3.51,69,43,4.54,2021-11-16 21:00:00
714,Worcester,42.3334,-71.8328,5.67,72,95,2.36,2021-11-17 21:00:00
715,Chattanooga,35.0456,-85.3097,9.4,46,1,3.86,2021-11-13 21:00:00
716,Chattanooga,35.0456,-85.3097,13.19,51,16,4.26,2021-11-14 21:00:00
717,Chattanooga,35.0456,-85.3097,12.76,33,13,0.64,2021-11-15 21:00:00
718,Chattanooga,35.0456,-85.3097,18.63,64,0,3.03,2021-11-16 21:00:00
